40.4401460093,-79.995681134,99,99
40.4792315167,-80.0326447313,41,40
40.451304981,-79.9999632263,90,83
40.4650082136,-79.9277044448,83,66
40.4344649653,-79.9264150181,90,51
40.428593939,-79.978543996,95,64
40.4216769644,-80.0188501383,6,57
40.4727243873,-79.9622866161,77,49
40.4549005234,-79.9998172437,90,71
40.465028543,-79.9609328861,87,60
40.4530601283,-80.0003682912,91,78
40.4369428381,-79.983359084,83,81
40.4292232315,-79.9871820002,89,73
40.4358949059,-80.070545491,70,46
40.4423207806,-79.919120884,79,54
40.4016343659,-79.9933036815,46,56
40.4629213159,-79.9342852877,89,67
40.4280949315,-79.9428746356,58,42
40.4681729213,-79.9897094794,61,36
40.4929134335,-80.0149524313,21,42
40.4253494192,-79.9817362464,84,58
40.4605285239,-79.9364483078,86,68
40.4534042498,-79.9141078562,74,67
40.4426446876,-79.9815562778,82,81
40.4296104648,-80.0077437118,79,77
40.4260660488,-79.8521782951,27,29
40.4268932503,-79.9875389768,85,65
40.4245747534,-79.9781436707,86,57
40.4539416366,-79.9803988527,73,60
40.5043232276,-80.0861200627,20,36
40.4810471389,-79.9461680288,55,39
40.4753722894,-79.9245918763,64,45
40.4527130802,-80.0054027084,90,82
40.4241516933,-79.9325460436,76,47
40.4190281557,-79.9303155532,64,47
40.4253642547,-79.9866832613,73,59
40.4310058355,-79.953825582,60,59
40.4227214637,-80.0051829982,57,67
40.424704937,-80.0108689856,62,67
40.4225627869,-79.9717317216,75,49
40.3915255434,-80.0148151544,69,28
40.4380895446,-79.9562642191,94,70
40.4238661562,-79.8759254776,47,46
40.3611797105,-80.0605632624,34,21
40.4335582805,-79.9568678658,85,67
40.4667189707,-79.9214229521,77,63
40.4603568445,-79.9238190168,95,69
40.3982870617,-80.0129215733,25,44
40.4460843218,-80.1146644392,6,20
40.4469356132,-80.0424671097,30,44
40.4582504898,-79.937736802,87,68
40.4365074303,-79.9996731503,98,98
40.4651202939,-79.9529789562,92,56
40.4340042297,-80.019267301,58,63
40.4209526001,-80.0008360081,59,66
40.4284333215,-79.8973897959,46,40
40.4318835592,-79.8748741449,21,47
40.4279036582,-80.0997523597,23,10
40.4736222025,-79.9236465211,69,48
40.432929238,-80.0111852982,77,78
40.4526608567,-79.9332935494,96,72
40.4651673878,-79.9328756451,84,64
40.511403475,-80.0261558551,36,38
40.416292003,-80.0253830088,47,52
40.4296434828,-79.9528381957,54,53
40.430271134,-80.0053227997,74,81
40.4492056223,-79.9311725089,90,68
40.4707453494,-79.960985363,86,51
40.4551150382,-79.979629721,72,59
40.453512758,-79.9243012169,84,67
40.4754567224,-79.9609282119,74,46
40.4595832285,-80.0148977266,74,53
40.46646444,-79.9267826567,75,64
40.5182357534,-79.8633019329,10,16
40.4608499798,-79.9530689137,90,61
40.4661571213,-80.0108888251,52,47
40.4541381754,-79.9779612873,73,60
40.4809683164,-79.9367242714,35,40
40.4373863107,-79.9770585683,69,72
40.4531202888,-80.0153473145,84,67
40.4489492068,-79.9047865357,53,60
40.4571660141,-79.9962753219,81,61
40.4722753291,-79.9289916551,45,48
40.4676676814,-79.9805501611,53,48
40.3563799166,-80.0561338175,47,26
40.4369870081,-79.9841324014,85,83
40.4529531574,-80.0023712314,90,78
40.428691883,-79.9882973189,87,70
40.4191579344,-80.0007586726,54,65
40.4441579393,-79.9164057441,68,53
40.4231381292,-80.0048171077,62,67
40.4192945393,-79.9296368469,70,47
40.4241390467,-79.9789086505,75,51
40.4348337883,-80.0683792762,72,46
40.436608866,-79.9846769078,85,83
40.4549794484,-80.0008433373,90,71
40.428418762,-79.9871499125,88,69
40.4422757117,-79.9185259857,79,54
40.4386549592,-79.9882719735,88,91
40.4386913713,-79.9827612619,85,82
40.4458200995,-79.9344629973,50,63
40.4629835247,-79.9339163312,89,67
40.4888044417,-80.018427001,31,37
40.4520581083,-80.0749907434,22,40
40.4525307598,-80.0181356614,82,68
40.4420680308,-79.9153653738,73,53
40.3926449317,-80.0187644582,75,32
40.4523825343,-79.9083474695,65,63
40.4550999688,-79.9790860911,73,60
40.4686402703,-79.9578307136,89,51
40.4226550765,-80.0044154865,51,67
40.4728633977,-80.0318170254,44,40
40.4719014573,-79.9633275411,79,50
40.4924061426,-80.0192347534,29,41
40.4522133425,-79.9117173491,67,65
40.4376529948,-79.9265218692,91,54
40.4338216165,-80.0157931624,65,70
40.374589735,-80.0703216159,29,32
40.4365614219,-79.9271973722,88,54
40.422816395,-79.976232931,77,51
40.455905976,-80.0154079789,82,62
40.4570191709,-80.0154714546,82,62
40.549675651,-80.0260467128,52,31
40.4697086472,-79.9289514225,48,51
40.4339708227,-79.9604914586,73,69
40.4615064275,-79.9498633328,92,60
40.4241274553,-79.9682424672,81,49
40.422526111,-80.0052324551,57,67
40.4391026378,-79.8829230151,70,62
40.4826841135,-79.9342898927,20,41
40.4437997342,-79.9240671763,73,55
40.4735592238,-80.0133892336,38,42
40.4505218784,-79.8992609344,69,63
40.4402840456,-80.0052769927,96,99
40.4324994592,-79.9277499193,86,51
40.4541140163,-79.9779866816,73,60
40.4527759492,-79.924122163,84,67
40.3971314897,-80.0250114185,74,43
40.4620183964,-79.9411155792,90,63
40.5628661588,-79.9052566192,7,0
40.4642409858,-79.9640061623,92,62
40.4761737358,-79.9576312782,85,46
40.4517106615,-79.9137099994,69,66
40.4410127492,-80.0069647373,94,98
40.4556944217,-79.9962709567,87,69
40.431262004,-79.9540806011,60,59
40.4525502224,-80.0181747841,82,68
40.4242692659,-79.9418641165,60,41
40.4403413446,-80.0762051755,59,43
40.4524731007,-79.9301921787,95,71
40.4175260238,-79.940042695,48,43
40.4537378732,-79.9979157851,89,77
40.4271813068,-80.0007050653,70,72
40.4558449025,-79.9324833031,94,71
40.4582094677,-80.0105129593,83,55
40.460006647,-79.9508326438,90,61
40.4629761292,-80.0141215289,54,51
40.4568390095,-80.0100194968,84,64
40.4505905081,-79.9287328703,90,68
40.465360089,-79.9565008469,90,58
40.428294209,-79.9783233687,95,64
40.437437982,-79.9830379332,83,81
40.4939179814,-80.061331151,71,40
40.4632584093,-79.9524041023,94,58
40.4400722574,-80.0056624409,96,99
40.4463640069,-79.9478358982,87,69
40.4578111153,-79.9208106533,91,69
40.436595989,-79.9841764678,85,83
40.4644274361,-79.9419677083,88,60
40.4506528842,-79.9129643005,66,64
40.4262979683,-79.9797784969,91,61
40.5141369536,-80.1401081772,12,30
40.4308713317,-79.9288197663,81,50
40.4213776694,-79.8965374974,50,50
40.4531345823,-80.0268014313,62,59
40.4322194756,-79.9160258809,76,48
40.4672481562,-79.9639064704,90,59
40.462827998,-79.9150046063,81,66
40.4649636447,-79.9834018646,62,46
40.4273453616,-79.9690321868,92,65
40.5138094286,-80.1403256216,12,30
40.4713797597,-80.0327777033,44,40
40.4040359946,-79.9837845464,50,46
40.4269867514,-79.9442541683,58,40
40.452568234,-80.0066679159,88,81
40.467608766,-79.9393097072,78,57
40.4333154379,-79.9177998555,87,50
40.4328884433,-80.0085466194,78,82
40.4828675912,-79.9751755155,55,29
40.4782926897,-79.9551854071,78,42
40.452217573,-79.9122481986,67,65
40.4259100294,-79.8940065353,21,45
40.4352958521,-79.9286647997,81,53
40.4454644711,-79.9167801918,63,53
40.4514042054,-79.933954965,96,72
40.4499940587,-80.0039373773,90,88
40.4328221434,-79.9197750268,90,50
40.4288224303,-79.9233004434,92,49
40.459906848,-79.940558883,85,66
40.4549554077,-79.9624484499,54,67
40.4846118975,-79.9354070555,29,42
40.4282668389,-79.9839302765,90,67
40.4781983776,-79.8317003138,15,29
40.4627471751,-79.9168238305,83,66
40.4584299578,-79.9204230592,79,69
40.4623685467,-80.0045702285,39,51
40.4057569401,-80.0234237465,46,47
40.5219699566,-80.0461369755,28,34
40.4099622647,-79.9899198666,74,49
40.4571652957,-79.9165173619,77,68
40.4795135942,-79.9532502559,75,42
40.4556364537,-79.936183342,94,72
40.4556446629,-79.9645241678,65,65
40.4423146639,-79.9713611916,58,69
40.5367593187,-79.832805536,29,30
40.3975553694,-80.0327187534,81,47
40.4400179222,-79.9199290441,89,53
40.4447521037,-79.9255021963,69,55
40.4881541853,-80.0440665529,41,41
40.4782313203,-79.9206610828,65,44
40.4627332278,-79.9660859116,86,63
40.4275671211,-79.9776595337,95,64
40.4567099395,-80.0061722921,86,64
40.4414317888,-79.8954161216,65,60
40.4797405928,-79.9498561903,66,41
40.4534928856,-79.982200281,71,60
40.4543544026,-80.0201051881,78,63
40.4241243465,-79.9842892423,66,50
40.4597580617,-79.9324120796,92,70
40.4630707015,-80.0040943254,39,51
40.4598124814,-79.9495888018,92,60
40.4523325344,-79.9555562306,67,70
40.4666314358,-79.9443660298,80,53
40.4816983266,-79.9542111222,71,40
40.4196126634,-79.9996231732,58,64
40.459850108,-79.9335592531,92,70
40.4548788263,-79.9820739117,70,59
40.4378990137,-80.0183559228,61,69
40.4400475624,-80.0911028519,20,25
40.428037119,-79.970994397,92,65
40.4243847964,-79.9914603206,61,63
40.4926578956,-80.021057665,32,40
40.4566413803,-80.009870508,84,64
40.4529245757,-79.9305422045,93,71
40.4337724642,-79.9555611279,86,66
40.4335173561,-79.9542605215,86,64
40.4938483923,-80.0189873703,28,41
40.4560008899,-80.0119844114,83,64
40.4476500138,-79.9365604759,87,69
40.4184585876,-79.8467145162,65,33
40.4574373279,-80.0004291692,81,55
40.453010636,-80.0246079486,66,61
40.4064000889,-79.939024288,40,33
40.4765986147,-79.9338264311,23,44
40.4301381759,-79.9857703556,91,72
40.5027643682,-80.0444093161,12,35
40.4310706624,-79.9226676464,92,50
40.4547344418,-80.0160835163,79,65
40.4655906148,-79.9406015432,85,59
40.4338501833,-79.9211822421,93,50
40.4264159214,-79.9174776451,64,46
40.4554016793,-79.9800018456,72,59
40.453452353,-80.0008114613,91,78
40.4425246685,-79.8966304197,65,61
40.4352427375,-79.9606941928,80,70
40.4556900775,-79.9796858062,72,59
40.4704916974,-79.9179487011,63,49
40.4321527813,-79.9533800751,68,60
40.4180242422,-79.9393148908,48,43
40.4628919325,-79.9506236741,95,58
40.468946889,-79.9599648608,86,51
40.4239922117,-80.004717846,62,67
40.4574137092,-79.9450030667,89,64
40.4476501644,-79.9391550565,82,70
40.4355534044,-79.9575678233,90,69
40.4543290147,-79.9274196692,91,69
40.4545839682,-80.0231450731,70,60
40.4294300835,-80.006386555,79,77
40.4533733826,-79.9350040223,96,72
40.4398744175,-80.0050418376,96,99
40.4532545052,-79.9368115583,95,72
40.4503165659,-79.9334476626,94,71
40.458291429,-79.9385303878,87,68
40.4130633523,-80.01631933,28,61
40.4649424252,-79.9538334924,93,57
40.4622541301,-80.0047073156,39,51
40.599111555,-80.233513109,18,25
40.4532882354,-79.9228519487,81,67
40.4313433902,-79.9523500931,60,57
40.4498089808,-79.9323033103,95,70
40.4622267449,-80.0118467888,42,50
40.4185128543,-79.9743045476,61,48
40.4600599378,-80.0042422951,67,54
40.466229931,-79.9539178318,93,57
40.4417229696,-80.0059375206,97,99
40.4267588093,-80.0771932691,21,42
40.455578816,-79.9782774444,73,60
40.4385091072,-79.8879132628,74,63
40.3659613729,-79.9852898501,60,43
40.4237456711,-79.9703222637,82,49
